Latitude,Longitude
27.45093,-81.359746
27.450932,-81.36069500000001
27.450307,-81.36121799999999
27.449907,-81.36157700000001
27.449648,-81.361901
27.449223,-81.362369
27.44897,-81.36268699999999
27.448623,-81.363173
27.448492,-81.363378
27.448214,-81.36394900000001
27.448041,-81.364372
27.447816,-81.365009
27.447716,-81.365377
27.447615,-81.36586800000001
27.44753400000001,-81.36656499999999
27.447518,-81.367107
27.44753,-81.367454
27.447593,-81.36805200000001
27.447728,-81.368791
27.447917,-81.36954
27.448116,-81.370187
27.448247,-81.370531
27.448494,-81.371042
27.448679,-81.37133799999999
27.449136,-81.371955
27.454166,-81.378468
27.45616800000001,-81.38109
27.457132,-81.38232000000002
27.464993,-81.392545
27.465251,-81.392856
27.47143000000001,-81.400882
27.471847,-81.401365
27.48452,-81.415594
27.485058,-81.416224
27.4855,-81.416709
27.485732,-81.417095
27.485855,-81.417489
27.48588000000001,-81.41762300000001
27.485896,-81.417908
27.485801,-81.427899
27.485786,-81.43288699999999
27.485794,-81.43350100000001
27.489464,-81.43346800000001
27.489567,-81.433452
27.489562,-81.433454
27.491579,-81.433454
27.493083,-81.433733
27.494396,-81.43405400000002
27.495672,-81.434505
27.497099,-81.435041
27.498679,-81.435599
27.499669,-81.436458
27.500278,-81.437209
27.500754,-81.437724
27.501001,-81.43856
27.501287,-81.43933300000001
27.501263,-81.439291
27.50217,-81.43902300000001
27.50371700000001,-81.43853
27.503875,-81.438456
27.505256,-81.43803800000002
27.505649,-81.437974
27.506397,-81.437985
27.50683,-81.43803800000002
27.506894,-81.437532
27.506933,-81.437322
27.507005,-81.43708
27.507111,-81.43678199999999
27.507209,-81.43656900000001
27.50737700000001,-81.43632700000001
27.507488,-81.436133
27.507585,-81.43588699999999
27.50761,-81.435704
27.50762900000001,-81.433347
27.519681,-81.433223
27.522154,-81.433165
27.522194,-81.43936100000001
27.522228,-81.439538
27.522288,-81.43972100000001
27.523134,-81.44141000000001
27.523213,-81.44162300000001
27.523292,-81.44191600000001
27.52336,-81.442427
27.523625,-81.44544000000001
27.523642,-81.445882
27.523635,-81.446247
27.5236,-81.446637
27.523463,-81.447391
27.523296,-81.44800200000002
27.523054,-81.44863700000001
27.522808,-81.44913800000001
27.521845,-81.45076
27.521601,-81.45123
27.521245,-81.451975
27.520918,-81.452534
27.52197,-81.453367
27.522037,-81.45345
27.521353,-81.45345
27.520893,-81.453498
27.520467,-81.45359900000001
27.519721,-81.453868
27.519728,-81.453825
27.5198,-81.453738
27.520053,-81.45351700000001
27.520352,-81.45322400000001
27.520749,-81.452764
27.520918,-81.452534
27.521245,-81.451975
27.521601,-81.45123
27.521845,-81.45076
27.522603,-81.449489
