Latitude,Longitude
27.522956,-81.448855
27.523189,-81.448302
27.523387,-81.44769700000002
27.523463,-81.447391
27.523563,-81.44687999999999
27.5236,-81.446637
27.523635,-81.446247
27.523642,-81.445882
27.523625,-81.44544000000001
27.52336,-81.442427
27.523292,-81.44191600000001
27.523213,-81.44162300000001
27.523134,-81.44141000000001
27.522288,-81.43972100000001
27.522205,-81.439437
27.522187,-81.439238
27.522095,-81.42350500000001
27.521944,-81.403363
27.521944,-81.403363
27.531171,-81.40334100000001
27.531175,-81.405239
27.531197,-81.405311
27.531282,-81.40534700000001
27.543111,-81.405269
27.559158,-81.40513900000001
27.55917000000001,-81.413319
27.573651,-81.413121
27.573654,-81.41610300000001
27.583984,-81.41600800000001
27.587915,-81.415944
27.589323,-81.41595100000001
27.589766,-81.416039
27.59009500000001,-81.416157
27.59042,-81.41631099999999
27.590699,-81.41649
27.59088,-81.416629
27.591145,-81.41687500000001
27.591359,-81.417124
27.591631,-81.41751000000001
27.59245200000001,-81.418789
27.592626,-81.41901799999999
27.592816,-81.419223
27.593111,-81.419482
27.593399,-81.419681
27.593692,-81.41984100000001
27.594112,-81.420005
27.594539,-81.420097
27.59487,-81.420121
27.602954,-81.42004799999999
27.602953,-81.420024
27.602954,-81.42004799999999
27.62488,-81.419821
27.624853,-81.41571500000001
27.629054,-81.415694
27.632108,-81.415648
27.634588,-81.41564500000001
27.634746,-81.415648
27.634941,-81.415683
27.63226,-81.41847199999999
27.63227,-81.426095
27.632245,-81.426366
27.632198,-81.426605
27.632053,-81.426986
27.63160900000001,-81.427881
27.626716,-81.43686200000001
27.626619,-81.437084
27.626567,-81.43732300000001
27.626559,-81.43757700000001
27.626665,-81.44006
27.626677,-81.440226
27.626719,-81.44041
27.626766,-81.440535
27.62696,-81.44092999999999
27.628158,-81.442936
27.62829500000001,-81.44322699999999
27.628359,-81.44344
27.628391,-81.443609
27.628445,-81.460437
27.62844,-81.460827
27.628421,-81.46099200000001
27.628355,-81.461257
27.628303,-81.461377
27.628216,-81.461535
27.628045,-81.461758
27.625177,-81.46497100000001
27.62489,-81.465239
27.624724,-81.46533200000002
27.624607,-81.465361
27.62423,-81.46537600000001
27.617508,-81.46536500000001
27.6175,-81.469488
27.617493,-81.48180000000001
27.617454,-81.485851
27.617454,-81.48585300000001
27.617459,-81.490055
27.617425,-81.498138
27.617485,-81.514177
27.617565,-81.514274
27.617674,-81.514371
27.617725,-81.51438899999999
27.61796,-81.514402
27.618052,-81.51446400000002
27.622875,-81.51446300000001
27.62364300000001,-81.51451900000001
27.62472100000002,-81.514662
27.628408,-81.515351
27.629104,-81.515511
27.629696,-81.51569499999999
27.63039600000001,-81.515991
27.630877,-81.516233
27.631542,-81.516633
27.63183,-81.51682700000001
27.63276,-81.517521
27.633786,-81.518349
27.634167,-81.518674
27.64458700000001,-81.528031
27.645067,-81.52847199999999
27.645543,-81.52893899999999
27.646391,-81.529875
27.647533,-81.53118600000002
27.648007,-81.53169200000001
27.648867,-81.53251400000001
27.649396,-81.53296
27.649908,-81.533349
27.66375,-81.543376
27.666818,-81.545565
27.677346,-81.553189
27.677734,-81.553337
27.678,-81.55335100000001
27.678127,-81.553324
27.678294,-81.55326
27.678382,-81.553209
27.678507,-81.553096
27.678735,-81.552842
27.679787,-81.551517
27.680519,-81.55055400000001
27.681588,-81.549227
27.68176,-81.549043
27.682042,-81.548799
27.682449,-81.548525
27.682865,-81.54833100000001
27.692581,-81.54470000000002
27.692724,-81.544635
27.693139,-81.544398
27.693427,-81.54418600000001
27.693668,-81.543975
27.694,-81.543634
27.694295,-81.54323200000002
27.694511,-81.542877
27.694703,-81.542467
27.697776,-81.534446
27.698003,-81.533895
27.698209,-81.533492
27.69839,-81.533198
27.698712,-81.53278400000001
27.699426,-81.532085
27.700093,-81.531479
27.700336,-81.5313
27.700547,-81.531173
27.700956,-81.530986
27.701242,-81.53089300000001
27.701558,-81.530828
27.702058,-81.53079700000001
27.711111,-81.53089199999999
27.718744,-81.530945
27.724178,-81.530959
27.724328,-81.530919
27.728626,-81.530913
27.729597,-81.53095399999999
27.729727,-81.53097700000001
27.73194700000001,-81.53098900000001
27.732181,-81.53097099999999
27.732547,-81.530889
27.73281,-81.53079900000002
27.73337,-81.530563
27.733624,-81.53048200000001
27.733849,-81.530436
27.734128,-81.53041400000001
27.744704,-81.530513
27.744916,-81.53054300000001
27.746428,-81.530557
27.748278,-81.53056599999999
27.748577,-81.530534
27.748879,-81.53053300000002
27.753483,-81.53058000000002
27.753566,-81.530557
27.755737,-81.530545
27.755741,-81.529476
27.755798,-81.528572
27.755804,-81.52240999999999
27.755814,-81.522114
27.755856,-81.52164500000001
27.75589400000001,-81.521371
27.755995,-81.520886
27.755877,-81.520765
27.755838,-81.520689
27.755814,-81.520599
27.755803,-81.520394
27.755815,-81.519592
27.755834,-81.519426
27.755858,-81.519346
27.75605900000001,-81.518914
27.756135,-81.51868500000001
27.756161,-81.518524
27.75658900000001,-81.512422
27.756652,-81.511279
27.75666500000001,-81.51021900000001
27.75664,-81.509632
27.756407,-81.506011
27.756359,-81.50581200000001
27.756289,-81.50563800000001
27.756169,-81.50541800000001
27.756,-81.505201
27.75439,-81.50352100000001
27.753913,-81.503086
27.753582,-81.50276100000001
27.753386,-81.50251299999999
27.753184,-81.502194
27.75307,-81.501976
27.752935,-81.50165
27.752637,-81.500653
27.752212,-81.499121
27.752142,-81.49873900000002
27.752122,-81.498474
27.752138,-81.49806
27.752194,-81.49769900000001
27.752255,-81.497468
27.752381,-81.49713600000001
27.753142,-81.49557800000001
27.753545,-81.49479200000002
27.754979,-81.49240399999999
27.755136,-81.492086
27.755244,-81.49180699999999
27.755369,-81.49135800000001
27.755434,-81.490957
27.755543,-81.488963
27.755591,-81.48857099999999
27.755693,-81.48817200000001
27.755964,-81.48743500000001
27.756127,-81.486947
27.756209,-81.486536
27.75625300000001,-81.48612799999999
27.756247,-81.485578
27.756175,-81.485029
27.756015,-81.484106
27.755542,-81.481951
27.75541,-81.48141100000001
27.755295,-81.48107400000001
27.755109,-81.48071299999999
27.754959,-81.48050000000001
27.754796,-81.480307
27.754589,-81.480114
27.754309,-81.479918
27.75368,-81.47955500000001
27.75328500000001,-81.47921700000001
27.752012,-81.477836
27.751648,-81.47747699999999
27.751498,-81.477352
27.751018,-81.47701000000001
27.74892,-81.475605
27.746583,-81.473777
27.746378,-81.47363799999999
27.746083,-81.473471
27.745739,-81.473319
27.74547,-81.47322800000001
27.739912,-81.47167500000001
27.738362,-81.471299
27.736846,-81.470979
27.736398,-81.470918
27.736006,-81.47088600000001
27.734738,-81.470838
27.728254,-81.470688
27.727855,-81.470719
27.727394,-81.47079700000001
27.724866,-81.471486
27.724499,-81.471598
27.724395,-81.471645
27.72379,-81.471997
27.723436,-81.47227100000001
27.72303000000001,-81.472678
27.72221400000001,-81.47353699999999
27.722011,-81.47376199999999
27.721832,-81.473991
27.721669,-81.474221
27.721526,-81.474465
27.721329,-81.474863
27.721106,-81.475368
27.721106,-81.475368
27.721329,-81.474863
27.721526,-81.474465
27.721669,-81.474221
27.721832,-81.473991
27.722011,-81.47376199999999
27.72221400000001,-81.47353699999999
27.72303000000001,-81.472678
27.723436,-81.47227100000001
27.72379,-81.471997
27.724395,-81.471645
27.724499,-81.471598
27.724866,-81.471486
27.727394,-81.47079700000001
27.727855,-81.470719
27.728254,-81.470688
27.734738,-81.470838
27.736006,-81.47088600000001
27.736398,-81.470918
27.736846,-81.470979
27.738362,-81.471299
27.739912,-81.47167500000001
27.74547,-81.47322800000001
27.745739,-81.473319
27.746083,-81.473471
27.746378,-81.47363799999999
27.746583,-81.473777
27.74892,-81.475605
27.751018,-81.47701000000001
27.751498,-81.477352
27.751648,-81.47747699999999
27.752012,-81.477836
27.75328500000001,-81.47921700000001
27.75368,-81.47955500000001
27.754309,-81.479918
27.754589,-81.480114
27.754796,-81.480307
27.754959,-81.48050000000001
27.755109,-81.48071299999999
27.755295,-81.48107400000001
27.75541,-81.48141100000001
27.755542,-81.481951
27.756015,-81.484106
27.756175,-81.485029
27.756247,-81.485578
27.75625300000001,-81.48612799999999
27.756209,-81.486536
27.756127,-81.486947
27.755964,-81.48743500000001
27.755693,-81.48817200000001
27.755591,-81.48857099999999
27.755543,-81.488963
27.755434,-81.490957
27.755369,-81.49135800000001
27.755244,-81.49180699999999
27.755136,-81.492086
27.754979,-81.49240399999999
27.753545,-81.49479200000002
27.753142,-81.49557800000001
27.752381,-81.49713600000001
27.752255,-81.497468
27.752194,-81.49769900000001
27.752138,-81.49806
27.752122,-81.498474
27.752142,-81.49873900000002
27.752212,-81.499121
27.752637,-81.500653
27.752935,-81.50165
27.75307,-81.501976
27.753184,-81.502194
27.753386,-81.50251299999999
27.753582,-81.50276100000001
27.753913,-81.503086
27.75439,-81.50352100000001
27.756,-81.505201
27.756169,-81.50541800000001
27.756289,-81.50563800000001
27.756359,-81.50581200000001
27.756407,-81.506011
27.75664,-81.509632
27.75666500000001,-81.51021900000001
27.756652,-81.511279
27.75658900000001,-81.512422
27.756161,-81.518524
27.756135,-81.51868500000001
27.75605900000001,-81.518914
27.755858,-81.519346
27.755834,-81.519426
27.755815,-81.519592
27.755803,-81.520394
27.755814,-81.520599
27.755838,-81.520689
27.755877,-81.520765
27.755995,-81.520886
27.75589400000001,-81.521371
27.755856,-81.52164500000001
27.755814,-81.522114
27.755804,-81.52240999999999
27.755798,-81.528572
27.755741,-81.529476
27.755737,-81.530545
27.753566,-81.530557
27.753483,-81.53058000000002
27.748879,-81.53053300000002
27.748577,-81.530534
27.748278,-81.53056599999999
27.746428,-81.530557
27.744916,-81.53054300000001
27.744704,-81.530513
27.734128,-81.53041400000001
27.733849,-81.530436
27.733624,-81.53048200000001
27.73337,-81.530563
27.73281,-81.53079900000002
27.732547,-81.530889
27.732181,-81.53097099999999
27.73194700000001,-81.53098900000001
27.729727,-81.53097700000001
27.729597,-81.53095399999999
27.728626,-81.530913
27.724328,-81.530919
27.724178,-81.530959
27.718744,-81.530945
27.711111,-81.53089199999999
27.702058,-81.53079700000001
27.701558,-81.530828
27.701242,-81.53089300000001
27.700956,-81.530986
27.700547,-81.531173
27.700336,-81.5313
27.700093,-81.531479
27.699426,-81.532085
27.698712,-81.53278400000001
27.69839,-81.533198
27.698209,-81.533492
27.698003,-81.533895
27.697776,-81.534446
27.694703,-81.542467
27.694511,-81.542877
27.694295,-81.54323200000002
27.694,-81.543634
27.693668,-81.543975
27.693427,-81.54418600000001
27.693139,-81.544398
27.692724,-81.544635
27.692581,-81.54470000000002
27.682865,-81.54833100000001
27.682449,-81.548525
27.682042,-81.548799
27.68176,-81.549043
27.681588,-81.549227
27.680519,-81.55055400000001
27.679787,-81.551517
27.678735,-81.552842
27.678507,-81.553096
27.678382,-81.553209
27.678294,-81.55326
27.678127,-81.553324
27.678,-81.55335100000001
27.677734,-81.553337
27.677346,-81.553189
27.666818,-81.545565
27.66375,-81.543376
27.649908,-81.533349
27.649396,-81.53296
27.648867,-81.53251400000001
27.648007,-81.53169200000001
27.647533,-81.53118600000002
27.646391,-81.529875
27.645543,-81.52893899999999
27.645067,-81.52847199999999
27.64458700000001,-81.528031
27.634167,-81.518674
27.633786,-81.518349
27.63276,-81.517521
27.63183,-81.51682700000001
27.631542,-81.516633
27.630877,-81.516233
27.63039600000001,-81.515991
27.629696,-81.51569499999999
27.629104,-81.515511
27.628408,-81.515351
27.62472100000002,-81.514662
27.62364300000001,-81.51451900000001
27.622875,-81.51446300000001
27.618052,-81.51446400000002
27.61796,-81.514402
27.617725,-81.51438899999999
27.617674,-81.514371
27.617565,-81.514274
27.617485,-81.514177
27.617425,-81.498138
27.617459,-81.490055
27.617454,-81.48585300000001
27.617454,-81.485851
27.617493,-81.48180000000001
27.6175,-81.469488
27.617508,-81.46536500000001
27.62423,-81.46537600000001
27.624607,-81.465361
27.624724,-81.46533200000002
27.62489,-81.465239
27.625177,-81.46497100000001
27.628045,-81.461758
27.628216,-81.461535
27.628303,-81.461377
27.628355,-81.461257
27.628421,-81.46099200000001
27.62844,-81.460827
27.628445,-81.460437
27.628391,-81.443609
27.628359,-81.44344
27.62829500000001,-81.44322699999999
27.628158,-81.442936
27.62696,-81.44092999999999
27.626766,-81.440535
27.626719,-81.44041
27.626677,-81.440226
27.626665,-81.44006
27.626559,-81.43757700000001
27.626567,-81.43732300000001
27.626619,-81.437084
27.626716,-81.43686200000001
27.63160900000001,-81.427881
27.632053,-81.426986
27.632198,-81.426605
27.632245,-81.426366
27.63227,-81.426095
27.63226,-81.41847199999999
27.634941,-81.415683
27.634746,-81.415648
27.634588,-81.41564500000001
27.632108,-81.415648
27.629054,-81.415694
27.624853,-81.41571500000001
27.62488,-81.419821
27.602954,-81.42004799999999
27.602953,-81.420024
27.602954,-81.42004799999999
27.59487,-81.420121
27.594539,-81.420097
27.594112,-81.420005
27.593692,-81.41984100000001
27.593399,-81.419681
27.593111,-81.419482
27.592816,-81.419223
27.592626,-81.41901799999999
27.59245200000001,-81.418789
27.591631,-81.41751000000001
27.591359,-81.417124
27.591145,-81.41687500000001
27.59088,-81.416629
27.590699,-81.41649
27.59042,-81.41631099999999
27.59009500000001,-81.416157
27.589766,-81.416039
27.589323,-81.41595100000001
27.587915,-81.415944
27.583984,-81.41600800000001
27.573654,-81.41610300000001
27.573651,-81.413121
27.55917000000001,-81.413319
27.559158,-81.40513900000001
27.543111,-81.405269
27.531282,-81.40534700000001
27.531197,-81.405311
27.531175,-81.405239
27.531171,-81.40334100000001
27.521944,-81.403363
27.521944,-81.403363
27.521935,-81.401782
27.521951,-81.40147500000001
27.522007,-81.40104600000001
27.522079,-81.400723
27.522222,-81.40028599999999
27.522332,-81.400023
27.52252800000001,-81.399649
27.522763,-81.399303
27.523039,-81.39895
27.532205,-81.38732400000001
27.532487,-81.38685
27.532688,-81.386377
27.53275,-81.386196
27.53285,-81.38579900000001
27.532925,-81.385263
27.53293800000001,-81.38499
27.532933,-81.38464500000001
27.532903,-81.38431900000001
27.532825,-81.383898
27.52733,-81.36271499999999
27.527188,-81.36211
27.527005,-81.361166
27.526861,-81.360147
27.526367,-81.35602
27.526328,-81.35581000000002
27.526213,-81.35543300000001
27.5261,-81.355175
27.525961,-81.354945
27.525779,-81.354696
27.525636,-81.354545
27.525001,-81.353978
27.510876,-81.34173
27.508856,-81.340029
27.500602,-81.33290599999999
27.500206,-81.332545
27.499708,-81.33202
27.499397,-81.33163500000001
27.498951,-81.331
27.498585,-81.330358
27.498286,-81.329719
27.49365,-81.318191
27.490132,-81.309493
27.489202,-81.307158
27.488906,-81.306478
27.469742,-81.271997
27.469413,-81.27137300000001
27.462027,-81.25627400000001
27.455425,-81.256461
27.448658,-81.25649900000001
27.44518400000001,-81.256536
27.44518400000001,-81.256536
27.44644200000002,-81.25905299999999
27.449627,-81.265129
27.449954,-81.265832
27.450103,-81.266228
27.450254,-81.266685
27.450437,-81.267371
27.450592,-81.268254
27.450636,-81.26866
27.450663,-81.26907199999999
27.450806,-81.279845
27.450804,-81.28051200000002
27.450781,-81.28085
27.450719,-81.281278
27.45060000000001,-81.281744
27.45046,-81.28215899999999
27.450264,-81.282577
27.449272,-81.284232
27.444328,-81.292354
27.444047,-81.29292100000001
27.443807,-81.293492
27.443589,-81.294139
27.441813,-81.300708
27.441569,-81.301525
27.441337,-81.30216400000001
27.441326,-81.302258
27.44115,-81.302758
27.441034,-81.30304
27.440472,-81.304273
27.439858,-81.30553999999999
27.439769,-81.305678
27.437999,-81.30941
27.437739,-81.30998700000001
27.437711,-81.31010499999999
27.437011,-81.311616
27.435659,-81.314455
27.435553,-81.314616
27.434008,-81.317916
27.433799,-81.318459
27.433668,-81.318969
27.433588,-81.319475
27.433567,-81.319881
27.43357,-81.32041700000001
27.433804,-81.333645
27.433826,-81.333831
27.433864,-81.335025
27.433877,-81.336705
27.433856,-81.33685300000001
27.43402,-81.346341
27.434336,-81.363202
27.434403,-81.365979
27.434495,-81.366248
27.434557,-81.36634100000001
27.434717,-81.36638499999999
27.434861,-81.366446
27.434968,-81.36642700000002
27.434964,-81.366428
27.43517200000001,-81.36636799999999
27.435377,-81.36627300000001
27.436041,-81.365833
27.436247,-81.365731
27.436616,-81.36559800000002
27.436902,-81.36554099999999
27.437124,-81.365522
27.437423,-81.36552
27.44179,-81.36568699999999
27.442687,-81.365698
27.443142,-81.365658
27.44361,-81.36559200000001
27.443961,-81.36552
27.444722,-81.365297
27.445626,-81.364921
27.446119,-81.364639
27.446671,-81.36427000000001
27.44715,-81.363894
27.448366,-81.362809
27.449907,-81.36157700000001
27.450307,-81.36121799999999
27.450932,-81.36069500000001
27.45093,-81.35954000000001
