Latitude,Longitude
41.37627,-73.06353
41.37624,-73.06350999999999
41.37622,-73.06349
41.37621,-73.06348
41.3762,-73.06346000000001
41.37615,-73.06341999999999
41.37609,-73.06335
41.37597,-73.0632
41.37551,-73.06353
41.37489,-73.06390000000002
41.37449,-73.06416
41.37431,-73.06431000000001
41.37411,-73.06452
41.37351,-73.06482
41.37304000000001,-73.06526
41.37256,-73.06574000000001
41.37226,-73.06592000000001
41.3719,-73.06621
41.37164,-73.06639
41.37133,-73.06675
41.37108,-73.06714
41.37081,-73.06758000000001
41.37056,-73.06802999999999
41.3703,-73.06844
41.36998,-73.06870000000001
41.3696,-73.069
41.369,-73.06939
41.36844,-73.06974
41.36786,-73.07003
41.3672,-73.07038
41.3666,-73.07073
41.36589,-73.07105
41.36528,-73.07141
41.36361,-73.07250000000001
